reviewTime,unixReviewTime,reviewerID,image,asin,reviewText,style,overall,summary,reviewerName,vote,verified
"09 28, 2015",1443398400,ARSZJ2AHK4QRO,,B00008JOQI,Good quality shirt.,"{'Size:': ' 19 - 36', 'Color:': ' White'}",5,Five Stars,gregory parson,,TRUE
"08 25, 2015",1440460800,A1B7VIQNHATB67,,B00008JOQI,great for pleasure or work,"{'Size:': ' 18 - 37', 'Color:': ' Aqua'}",5,Five Stars,Ricky Walker,,TRUE
"07 6, 2015",1436140800,A2THLDAYZ5RX5A,,B00008JOQI,Nice shirt at a great price.,"{'Size:': ' 17.5 - 36', 'Color:': ' Yellow'}",5,Five Stars,MichiganMan,,TRUE
"03 6, 2015",1425600000,AS0TPK10UFVH3,,B00008JOQI,Beautiful shirt. Very high quality cotton.,"{'Size:': ' 17.5 - 34', 'Color:': ' White'}",5,Buy it,H. Hamilton,,TRUE
"09 27, 2014",1411776000,AB3TFX36HZYZJ,,B00008JOQI,"Gorgeous shirt, fits as expected and looks just as sharp in person. My one complaint about the Paul Fredrick shirts is that the cuff only has one button. It fits loosely around my wrists so I had the tailor move the button for a better fit.

But for that I would have given five stars.",,4,If only it had two cuff buttons!,D.,2,FALSE
"08 12, 2014",1407801600,A10HLCDMPPN121,,B00008JOQI,Great Fit!,"{'Size:': ' 18.5 - 37', 'Color:': ' White'}",5,Five Stars,Roman,,FALSE
"07 5, 2014",1404518400,A2WR857PPLO3V0,,B00008JOQI,Good fit,"{'Size:': ' 19 - 35', 'Color:': ' White'}",5,Five Stars,jerry levine,,FALSE
"06 30, 2014",1404086400,A3AWQGJ4F2UXR,,B00008JOQI,"Made in China. Over priced. All mine will be EAGLE. Suggest that anyone wanting a Paul Fredrick, check out Eagle Men's !","{'Size:': ' 17.5 - 34', 'Color:': ' White'}",2,over p[riced,BKF: Law18commonsense,,TRUE
"05 22, 2014",1400716800,A3126KT1D7PTXK,,B00008JOQI,"I've worn this shirt about every other week for a little over a year now, and it's held up very well. No fraying around the cuffs, the buttons remain secure, and the feel of the cloth remains butter-smooth. It costs a wee bit more than other lesser-quality shirts, and I think the extra expense is worth it.","{'Size:': ' 17 - 34', 'Color:': ' French Blue'}",4,A good blue shirt that should hold up well over time,P. Breedlove,2,TRUE
"08 11, 2013",1376179200,A1NMQMRQQLR2UG,,B00008JOQI,"I was looking at the previous review and I think they missed the boat on this one. I don't think they understood what they purchased. This is a pinpoint 2 ply oxford. Naturally very wrinkle prone. This doesn't make the shirt a bad one. In fact in my mind it's on of the best quality shirts you can buy. You must either be very good with a iron and starch or have these pressed for $1.50. I recommend the latter but my wife does an ok job ironing these. I own about 20 Paul Frederick shirts and I like them all. You cant beat the quality especially if get them on sale like I do.

I also recommend Kirkland (Costco brand) which is the best shirt on the market other than brooks brothers,

These are much better than the other brands like, Van Hussein, Geoffrey Bean and Claiborne for sure...",,5,Quality shirts every time,ryannkc,16,FALSE
"09 20, 2013",1379635200,A1PCMJD9W0HZZ4,,B00008JQF0,"This is a great shirt, but with any quality shirt, it requires careful laundering. However, you will find it at a better price directly on the Paul Frederick website.",,3,Great Shirt requires care,Adam Konigsberg,8,FALSE
"09 13, 2012",1347494400,A14AQ16JSRCGG4,,B00008JQF0,"Don't buy this shirt unless you plan to spend lots of money on laundry.  For the price, I expected a shirt that would be basically wrinkle free.  I have many all cotton shirts that do not need to be ironed after every washing.  This is not one of them.  Not worth the cost.","{'Size:': ' 15.5 - 34', 'Color:': ' Orange'}",1,Looks like a crumpled up Newspaper,Rimson79,10,FALSE
"08 20, 2012",1345420800,A32HMASFF2K3YE,,B00008JQF0,"Nice shirt, Well made. good sizing. Nice color. Will need ironing. He wore it for our wedding reception. He looked great.","{'Size:': ' 17.5 - 35', 'Color:': ' Aqua'}",4,"Very nice shirt, True to color.",Susan Gilbert-leach,3,TRUE
"12 12, 2017",1513036800,A2DI0U6NMUX8XV,,B00008JQF0,Finally a shirt that fits!  I have a thick neck :)  normal sized shirts for my frame choke me even when my wife moves the button.  These don't.  They could be softer though and usually need ironing.,"{'Size:': ' 18 - 34', 'Color:': ' White'}",5,Good shirt.,Loose on the Palouse,,TRUE
"09 29, 2017",1506643200,A2VJG8EMMT7BR8,,B00008JQF0,Fits perfectly,"{'Size:': ' 17.5 - 33', 'Color:': ' White'}",5,I will be buying more of these!,Kindle Customer,,TRUE
"08 23, 2017",1503446400,A3N5OHDOXF9WTR,,B00008JQF0,Other reviewers said these shirts were hard to iron. I should have listened. Once you do get them ironed you can be guaranteed that any movement will bring those wrinkles back immediately. I wore the shirt for 2 hours and it looked like I'd slept in it for a week.,"{'Size:': ' 16 - 32', 'Color:': ' White'}",2,"Creases, wrinkles oh my!",Jeff Alvey,,TRUE
"08 16, 2017",1502841600,A1JT15WYDWF38V,,B00008JQF0,"wanted a lose fit, the sleeve cuff buttons  could be tighter","{'Size:': ' 17 - 32', 'Color:': ' White'}",5,Five Stars,Chetan Naik,,TRUE
"08 8, 2017",1502150400,A3NA7CO3GDS0U8,,B00008JQF0,Excelente.,"{'Size:': ' 15.5 - 34', 'Color:': ' White'}",5,Five Stars,Amazon Customer,,TRUE
"05 17, 2017",1494979200,A2WTU9REGJHBRE,,B00008JQF0,This is a great shirt!  It feels like the same construction and material of others that cost 5 times as much.  I can't recommend Paul Fredrick enough if you are looking for quality apparel at reasonable prices.,"{'Size:': ' 15.5 - 34', 'Color:': ' White'}",5,Great Quality!,Merlin,,FALSE
"10 23, 2016",1477180800,A1NN7H8X2QL6CI,,B00008JQF0,I see the bad reviews so I Have to post mine. This shirt is fantastic. The complete equivilant of a $100 department store shirt. It's bright white. Fits and looks great. I do send them to the laundry after I wear it. Dont be foooled by the cheap price this shirt is perfect to wear with an expensive suit,,5,Teriffic business shirt,Reid Wissner,,FALSE
"06 13, 2016",1465776000,ADURUVC4VLXIN,,B00008JQF0,"needs to be iron and its takes a long time to do that I won,t buy them again","{'Size:': ' 18.5 - 34', 'Color:': ' White'}",1,One Star,Gil Giacobbi,,TRUE
"06 7, 2016",1465257600,A2SBAA4019EEZW,,B00008JQF0,too large,"{'Size:': ' 20.0/36', 'Color:': ' White'}",2,Two Stars,Amazon Customer,,TRUE
"10 27, 2015",1445904000,A34NE60YJ974D4,,B00008JQF0,The other reviewers are right.  You literally cannot get the wrinkles out of this shirt.  My dry cleaners press this thing multiple times and it still show creases.,"{'Size:': ' 16.5 - 34', 'Color:': ' White'}",2,can't get wrinkles out.,Jake,5,TRUE
"10 19, 2011",1318982400,AD7PXS8VST4U6,,B00008JVTT,"If you want a look that takes it back to the Old School, buy this shirt. It isn't as appreciated as it used to be, but it's just as relevant now as it was back then. Perfect with a classic black tie for job interviews. However, stay aware of the buttons leading up to the cufflinks. Sometimes they can snap off if not attended to. Other than that, a shirt of sophistication. Guaranteed.","{'Size:': ' 18 - 37', 'Color:': ' White'}",5,For the classic Gentleman,Hiawatha,4,TRUE
"01 2, 2017",1483315200,A30PXHB1PYPLNR,,B00008JVTT,Love the shirt.  My husband loves it so much.  He loves the neck and the material bar for the tie.  Fits great.  I recommend this product.  Your husband will love it.  Quality great.,"{'Size:': ' 15 - 34', 'Color:': ' White'}",5,Love the shirt,MERLINA MARCELLIN,,TRUE
"12 21, 2016",1482278400,AKVM0C7Y1S5CY,,B00008JVTT,"Beautiful shirt. Love the snap tab collar, older ones were button tab closure which could be difficult to maneuver.
Only negative is the collar which is my size but seemed a size larger.","{'Size:': ' 17 - 33', 'Color:': ' White'}",5,Get Dressy!,Guyman 61,,TRUE
"11 24, 2016",1479945600,A2RYZTKPWYLXX2,,B00008JVTT,Great shirt. Really looks nice with my suit,"{'Size:': ' 16 - 32', 'Color:': ' White'}",5,Classic style,J.G Bloodworth,,TRUE
"11 18, 2016",1479427200,A36MESF3CJXC75,,B00008JVTT,"Fit was spot on. Only bad thing about it is that it wrinkles easily. I misread and though it was a ""no iron"" shirt, though I am very happy with its look and it feels like decent quality. Also wish it wasn't made in China!","{'Size:': ' 17 - 37', 'Color:': ' White'}",3,Made in China,The Shah Sleeps In Lee Harvey&#039;s Grave,,TRUE
"10 10, 2016",1476057600,AF8L47BBO3V6Z,,B00008JVTT,great shirt,"{'Size:': ' 17 - 35', 'Color:': ' White'}",5,Five Stars,Dean W.,,TRUE
"09 12, 2016",1473638400,AQ4WJV2CF1ZXC,,B00008JVTT,quality at a good price,"{'Size:': ' 16.5 - 36', 'Color:': ' White'}",5,Five Stars,RICHARD G.,,TRUE
"08 19, 2016",1471564800,A2X6P8TV9T1NVJ,,B00008JVTT,I have nothing but good to say about the Paul Fredrick tab collar French cuff dress shirt.  Shirt fits perfectly and looks very very nice!,"{'Size:': ' 17 - 37', 'Color:': ' White'}",5,nice shirt,Reginald Cross,,TRUE
"06 22, 2016",1466553600,A3EUPBV8BKGUX2,,B00008JVTT,"Great quality- only type of shirts I want from now on, love that it snaps behind the tie and keeps my tie in place as well!","{'Size:': ' 19 - 36', 'Color:': ' White'}",5,Favorite dress shirt I own,G. Ferguson,,TRUE
"06 8, 2016",1465344000,A2IOAWT8HHT0GF,,B00008JVTT,quite happy,"{'Size:': ' 17 - 34', 'Color:': ' White'}",5,Lookin Sharp,Michael,,TRUE
"05 9, 2016",1462752000,A2O1EWK4R2JWKQ,,B00008JVTT,"Good fit, good quality.  But the 100% cotton wrinkles easily.","{'Size:': ' 16.5 - 32', 'Color:': ' White'}",4,Four Stars,T,,TRUE
"05 4, 2016",1462320000,A212EK7NBRSTPD,,B00008JVTT,Very nice shirt.,"{'Size:': ' 17.5 - 33', 'Color:': ' White'}",5,Very nice shirt.,kidcarrjr,,TRUE
"04 25, 2016",1461542400,A3VF06LVDQNAP0,,B00008JVTT,Very nice shirt.  Fits as expected.  The material is nice; light weight but not flimsy or see-through.  I wish it came in a few other basic colors.,"{'Size:': ' 17.5 - 36', 'Color:': ' White'}",4,Very nice Shirt,bigness,,TRUE
"04 19, 2016",1461024000,A1XAJBDZ2SHJGG,,B00008JVTT,"It's a great shirt, and fits me perfectly.  I think it's a great buy for the price.  The logistics of ordering and delivery were exactly as promised.","{'Size:': ' 17 - 34', 'Color:': ' White'}",5,Great Shirt,Lyle E. Pirnie,,TRUE
"04 18, 2016",1460937600,A7NPAMK2EDVD4,,B00008JVTT,"Pres of co..wear dress shirts and ties every day.
Shirt fit great...but wrinkled fast than any shirt Ive ever seen.  Will keep for only special occasions","{'Size:': ' 19 - 36', 'Color:': ' White'}",1,Shirt fit great..,William J. Walters,,TRUE
"03 29, 2016",1459209600,A2KYTOLCBSNCER,,B00008JVTT,I expected it to fit comfortably & it did,"{'Size:': ' 17.5 - 36', 'Color:': ' White'}",5,Five Stars,Amazon Customer,,TRUE
"12 15, 2015",1450137600,AFCKJ61O6600Y,['https://images-na.ssl-images-amazon.com/images/I/71DcEqspqrL._SY88.jpg'],B00008JVTT,Great shirt. It popped as expected and helped me stand out amongst the crowd.,"{'Size:': ' 16.5 - 34', 'Color:': ' White'}",5,Stand-out shirt,Todd Gilligan,5,TRUE
"07 7, 2015",1436227200,A1ORAHOV5ETP4H,,B00008JVTT,Nice shirt. Just as I expected. 5 stars.,"{'Size:': ' 17 - 36', 'Color:': ' White'}",5,Great!,My Quoc Tran,,TRUE
"01 13, 2015",1421107200,A3NNTBQHPGLU3,,B00008JVTT,"This is a great looking, comfortable shirt, I will have to learn to tie smaller knots. The instructions are on the back of their neckties package for various styles has helped.","{'Size:': ' 16.5 - 35', 'Color:': ' White'}",4,A shirt for that well groom look,Walter J.,,TRUE
"03 7, 2013",1362614400,A2SC7FFP4QQYTP,,B00008JVTT,I say not a bad buy for not having to go into a store and try them on. THink I may buy another,"{'Size:': ' 18 - 35', 'Color:': ' White'}",4,Dress to impress,Forjone,,TRUE
"02 6, 2012",1328486400,A3A7JUDMBDH44S,,B00008JVTT,"Shopping through Amazon provides a large number of products to choose from and sizes difficult to find in stores. The shirt I ordered is quality and I am very pleased plus it saved me considerable time from not having to search stacks of shirts to find 171/2, 32inch sleeve.","{'Size:': ' 18 - 34', 'Color:': ' White'}",5,buying a quality shirt,Jack E. Birge,6,TRUE
"05 15, 2016",1463270400,ALEK0D8FSKKN6,,B00008JPRZ,Great shirt.,"{'Size:': ' 17.5 - 33', 'Color:': ' White'}",5,Five Stars,AmazonShoper,,TRUE
"04 27, 2016",1461715200,AFB7H4LJ90EJE,,B00008JPRZ,I liked the shirts! They fit as expected however they will require a little more maintenance in that they are not wrinkle free.,"{'Size:': ' 15.5 - 34', 'Color:': ' White'}",4,Nice shirts!,Amazon Customer,3,TRUE
"04 18, 2016",1460937600,A2ZCPN6CF6QVDN,,B00008JPRZ,excellent,"{'Size:': ' 15 - 33', 'Color:': ' White'}",5,Five Stars,Pedro,,TRUE
"09 19, 2015",1442620800,AV92YP7SOZ2S1,,B00008JPRZ,great,"{'Size:': ' 16 - 35', 'Color:': ' White'}",5,Five Stars,Jim R Keeton,,TRUE
"05 20, 2014",1400544000,AKD6SCHVCAI70,,B00008JPRZ,"cuff's are a little tight, tab collar doesn't fit tie very well it leaves openings on the side after trying different knot sizes","{'Size:': ' 17.5 - 35', 'Color:': ' White'}",3,cuff's,john  sykes,5,TRUE
"02 17, 2011",1297900800,AUI174V94DFIC,,B00008JPRZ,"I was looking for a tab collar dress shirt.  I have always liked that style, but lately I had been unable to find any. I looked on Amazon and lo and behold; there they were. Reasonable price, fast delivery and excellent quality. I have absolutely no complaints and I intend to purchase several more in the near future.","{'Size:': ' 18.5 - 35', 'Color:': ' Blue'}",5,"Quality, Stylish Dress Shirt 1",ShermDawg,12,TRUE
"07 22, 2007",1185062400,A20GC7VSRCCGHY,,B00008JPRZ,"First piece of clothing I ever ordered on-line.  Quick delivery, great fit. A quality product. I'll be  sure to order again.","{'Size:': ' 17.5 - 34', 'Color:': ' White'}",5,Paul Frederick shirt.,Len Friedrich,9,FALSE
"07 17, 2017",1500249600,A1KCTLDZH5G3BC,,B00008JPRZ,"Is as listed, good quality shirt.","{'Size:': ' 17 - 33', 'Color:': ' White'}",4,Good Value,Nomad,,TRUE
"06 25, 2017",1498348800,A1YJ59FC76QY2Y,,B00008JPRZ,Beautiful,"{'Size:': ' 18 - 37', 'Color:': ' Blue'}",5,Five Stars,Vincent Allen,,TRUE
"03 29, 2017",1490745600,A3P7AUNHRHUUNC,,B00008JPRZ,I'm going to get rid of all of my other dress shirts! These are the best.,"{'Size:': ' 18.5 - 35', 'Color:': ' Blue Stripe'}",5,These are the best.,E Squared,,TRUE
"01 15, 2017",1484438400,A2IJD6IDKHJNAB,,B00008JPRZ,I will order another one.,"{'Size:': ' 17.5 - 34', 'Color:': ' White'}",5,Five Stars,Allen R. Brown Jr.,,TRUE
"12 13, 2016",1481587200,APV3CC0VW849Q,,B00008JPRZ,Looks Good,"{'Size:': ' 16 - 34', 'Color:': ' Blue'}",4,Great Fit,Amazon Customer,,TRUE
"11 16, 2016",1479254400,AQ3N05GGDJUQK,,B00008JPRZ,"Love the shirt, fits and feels great!!!","{'Size:': ' 17 - 36', 'Color:': ' White'}",5,Five Stars,Joe F. Watkins,,TRUE
"10 25, 2016",1477353600,A36IYAD0NSFQBR,,B00008JPRZ,"I like the shirt so far...have been looking for some time for a good tab collar white shirt.  I wish it was offered in a cotton/poly blend rather in just 100% cotton.  That would be far easier to care for and keep pressed.  The fit is right for me, classic cut and the size that normally fits me.  I will probably buy another...that is unless I find another that is cotton/poly blend.","{'Size:': ' 16.5 - 33', 'Color:': ' White'}",4,Nice shirt,Amazon Customer,2,TRUE
"09 12, 2016",1473638400,AQ4WJV2CF1ZXC,,B00008JPRZ,excellent quality at a value price fit is exact.,"{'Size:': ' 16.5 - 36', 'Color:': ' White'}",5,Five Stars,RICHARD G.,,TRUE
"08 28, 2016",1472342400,A3U8IMV1FKI5Y3,,B00008JPRZ,Love shirt and even makes me look good!,"{'Size:': ' 16.5 - 34', 'Color:': ' White'}",5,Love the shirt!!!,SPB,,TRUE
"05 25, 2016",1464134400,A21CTBULJC61N1,,B00008JPRZ,great shirt,"{'Size:': ' 17.5 - 37', 'Color:': ' White'}",5,Five Stars,Harrycarnival,,TRUE
"09 7, 2007",1189123200,A2GAR3DMBEFZ9K,,B0000AWHAA,"It was too small for my head in that the neck part didn't even come to the bottom of my neck. Plus it's see-through. My face and hair were visible through it.

The only good thing is that it's breathable. Not what i was looking for though.",,2,Too small and it's see-through,Ben Moon,2,TRUE
"02 1, 2007",1170288000,A172ORYGU92FPM,,B0000AWHAA,"While clearly an excellent mask for the novice and professional ninja, I purchased it primarily for winter sports.  It is extremely comfortable while skiing and snowboarding, and the touch of silk while sitting upon the lifts seems to provide a calm soothing feeling to offset the pain from my numerous falls on the moguls.  It keeps you cool from your own body heat but simultaneously keeps your face warm despite the freezing temperatures around you.  It is very breathable, but my only issue was that it did trap the moisture of my breath.",,4,Great for ninjas and winter sports,Andrew Bossi,3,FALSE
